[H[2J[3Jx: 100, y: 0, z:0
x: 6.9951777, y: 79.95519, z:28.190779
x: 6.7776337, y: 77.46866, z:28.977774
x: 6.55494, y: 74.923256, z:29.544231
x: 6.3287907, y: 72.338356, z:29.885841
x: 6.1009064, y: 69.73363, z:30
x: 5.8730226, y: 67.128914, z:29.885841
x: 5.646873, y: 64.544014, z:29.544231
x: 5.4241786, y: 61.998604, z:28.977774
x: 5.206635, y: 59.51207, z:28.190779
x: 4.995897, y: 57.103325, z:27.189232
x: 4.793569, y: 54.79071, z:25.980762
x: 4.6011906, y: 52.591816, z:24.57456
x: 4.420226, y: 50.52338, z:22.981333
x: 4.2520523, y: 48.60115, z:21.213203
x: 4.09795, y: 46.83975, z:19.283628
x: 3.9590905, y: 45.252583, z:17.207294
x: 3.836532, y: 43.85173, z:15.000002
x: 3.731207, y: 42.64786, z:12.67855
x: 3.6439161, y: 41.650124, z:10.260607
x: 3.575325, y: 40.866123, z:7.764574
x: 3.525955, y: 40.301823, z:5.209449
x: 3.4961817, y: 39.961514, z:2.6146765
x: 3.4862323, y: 39.84779, z:-0.0000026226833
x: 3.4961817, y: 39.961514, z:-2.6146743
x: 3.525955, y: 40.301823, z:-5.209447
x: 3.575325, y: 40.866123, z:-7.764572
x: 3.6439161, y: 41.650124, z:-10.260605
x: 3.731207, y: 42.64786, z:-12.678548
x: 3.836532, y: 43.85173, z:-14.999999
x: 3.9590905, y: 45.252583, z:-17.207293
x: 4.0979495, y: 46.839745, z:-19.283627
x: 4.2520523, y: 48.60115, z:-21.213202
x: 4.4202266, y: 50.523388, z:-22.981337
x: 4.601191, y: 52.59182, z:-24.574564
x: 4.7935696, y: 54.790714, z:-25.980762
x: 4.995898, y: 57.103333, z:-27.189234
x: 5.2066355, y: 59.512074, z:-28.19078
x: 5.424179, y: 61.998608, z:-28.977776
x: 5.646873, y: 64.544014, z:-29.544233
x: 5.8730226, y: 67.128914, z:-29.885841
x: 6.1009064, y: 69.73363, z:-30
x: 6.3287897, y: 72.33835, z:-29.885841
x: 6.5549393, y: 74.92325, z:-29.544231
x: 6.7776337, y: 77.46866, z:-28.977774
x: 6.9951777, y: 79.95519, z:-28.190779
x: 7.205915, y: 82.36393, z:-27.189234
x: 7.408243, y: 84.67655, z:-25.980762
x: 7.6006217, y: 86.87544, z:-24.574564
x: 7.7815857, y: 88.94387, z:-22.981335
x: 7.9497595, y: 90.866104, z:-21.213207
x: 8.103863, y: 92.62751, z:-19.283632
x: 8.242722, y: 94.21467, z:-17.207296
x: 8.36528, y: 95.615524, z:-15.000006
x: 8.470606, y: 96.8194, z:-12.678554
x: 8.557897, y: 97.81714, z:-10.260611
x: 8.626487, y: 98.60113, z:-7.7645783
x: 8.675858, y: 99.16544, z:-5.2094536
x: 8.705631, y: 99.505745, z:-2.6146808
x: 8.71558, y: 99.61947, z:0.0000052453665
x: -0.000004371139, y: 100, z:0
x: -0.000004366149, y: 99.88584, z:2.6146722
x: -0.000004351217, y: 99.544235, z:5.2094455
x: -0.000004326456, y: 98.977776, z:7.764571
x: -0.0000042920556, y: 98.19078, z:10.260604
x: -0.000004248276, y: 97.18923, z:12.678548
x: -0.000004195452, y: 95.98076, z:15
x: -0.0000041339854, y: 94.57456, z:17.207294
x: -0.000004064343, y: 92.98133, z:19.283627
x: -0.0000039870556, y: 91.2132, z:21.213203
x: -0.0000039027113, y: 89.28363, z:22.981333
x: -0.0000038119517, y: 87.20729, z:24.574562
x: -0.000003715468, y: 85, z:25.980762
x: -0.0000036139938, y: 82.67854, z:27.189234
x: -0.0000035083024, y: 80.260605, z:28.190779
x: -0.0000033991973, y: 77.76457, z:28.977774
x: -0.0000032875096, y: 75.20945, z:29.544231
x: -0.0000031740883, y: 72.61468, z:29.885841
x: -0.000003059797, y: 70, z:30
x: -0.0000029455064, y: 67.38533, z:29.885841
x: -0.0000028320853, y: 64.79056, z:29.544231
x: -0.0000027203969, y: 62.235428, z:28.977774
x: -0.0000026112918, y: 59.739395, z:28.190779
x: -0.0000025056002, y: 57.32145, z:27.189232
x: -0.0000024041265, y: 55, z:25.980762
x: -0.0000023076425, y: 52.792706, z:24.57456
x: -0.0000022168829, y: 50.71637, z:22.981333
x: -0.0000021325386, y: 48.786797, z:21.213203
x: -0.0000020552513, y: 47.01867, z:19.283628
x: -0.000001985609, y: 45.425438, z:17.207294
x: -0.000001924142, y: 44.019238, z:15.000002
x: -0.0000018713181, y: 42.81077, z:12.67855
x: -0.000001827539, y: 41.80922, z:10.260607
x: -0.0000017931384, y: 41.022224, z:7.764574
x: -0.0000017683778, y: 40.45577, z:5.209449
x: -0.0000017534455, y: 40.11416, z:2.6146765
x: -0.0000017484556, y: 40, z:-0.0000026226833
x: -0.0000017534455, y: 40.11416, z:-2.6146743
x: -0.0000017683778, y: 40.45577, z:-5.209447
x: -0.0000017931384, y: 41.022224, z:-7.764572
x: -0.000001827539, y: 41.80922, z:-10.260605
x: -0.0000018713181, y: 42.81077, z:-12.678548
x: -0.000001924142, y: 44.019238, z:-14.999999
x: -0.000001985609, y: 45.425438, z:-17.207293
x: -0.0000020552511, y: 47.018665, z:-19.283627
x: -0.0000021325386, y: 48.786797, z:-21.213202
x: -0.0000022168833, y: 50.716377, z:-22.981337
x: -0.0000023076427, y: 52.79271, z:-24.574564
x: -0.0000024041265, y: 55.000004, z:-25.980762
x: -0.0000025056004, y: 57.321457, z:-27.189234
x: -0.000002611292, y: 59.7394, z:-28.19078
x: -0.000002720397, y: 62.23543, z:-28.977776
x: -0.0000028320853, y: 64.79056, z:-29.544233
x: -0.0000029455064, y: 67.38533, z:-29.885841
x: -0.000003059797, y: 70, z:-30
x: -0.000003174088, y: 72.61467, z:-29.885841
x: -0.0000032875091, y: 75.20944, z:-29.544231
x: -0.0000033991973, y: 77.76457, z:-28.977774
x: -0.0000035083024, y: 80.260605, z:-28.190779
x: -0.0000036139938, y: 82.67854, z:-27.189234
x: -0.000003715468, y: 85, z:-25.980762
x: -0.0000038119517, y: 87.20729, z:-24.574564
x: -0.000003902711, y: 89.28362, z:-22.981335
x: -0.0000039870556, y: 91.213196, z:-21.213207
x: -0.000004064343, y: 92.98133, z:-19.283632
x: -0.000004133985, y: 94.574554, z:-17.207296
x: -0.000004195452, y: 95.98076, z:-15.000006
x: -0.000004248276, y: 97.18923, z:-12.678554
x: -0.0000042920556, y: 98.19078, z:-10.260611
x: -0.000004326456, y: 98.97777, z:-7.7645783
x: -0.000004351217, y: 99.544235, z:-5.2094536
x: -0.000004366149, y: 99.88584, z:-2.6146808
x: -0.000004371139, y: 100, z:0.0000052453665
x: -8.715577, y: 99.61947, z:0
x: -8.705627, y: 99.505745, z:2.6146722
x: -8.675854, y: 99.16544, z:5.2094455
x: -8.626484, y: 98.601135, z:7.764571
x: -8.557893, y: 97.81714, z:10.260604
x: -8.470602, y: 96.8194, z:12.678548
x: -8.365276, y: 95.615524, z:15
x: -8.242719, y: 94.214676, z:17.207294
x: -8.103859, y: 92.62751, z:19.283627
x: -7.9497566, y: 90.86611, z:21.213203
x: -7.7815833, y: 88.94388, z:22.981333
x: -7.6006184, y: 86.87544, z:24.574562
x: -7.4082403, y: 84.67655, z:25.980762
x: -7.2059116, y: 82.36393, z:27.189234
x: -6.9951744, y: 79.95519, z:28.190779
x: -6.777631, y: 77.46866, z:28.977774
x: -6.5549374, y: 74.923256, z:29.544231
x: -6.328788, y: 72.338356, z:29.885841
x: -6.1009035, y: 69.73363, z:30
x: -5.87302, y: 67.128914, z:29.885841
x: -5.6468706, y: 64.544014, z:29.544231
x: -5.424176, y: 61.998604, z:28.977774
x: -5.2066326, y: 59.51207, z:28.190779
x: -4.995895, y: 57.103325, z:27.189232
x: -4.793567, y: 54.79071, z:25.980762
x: -4.6011887, y: 52.591816, z:24.57456
x: -4.420224, y: 50.52338, z:22.981333
x: -4.252051, y: 48.60115, z:21.213203
x: -4.097948, y: 46.83975, z:19.283628
x: -3.9590888, y: 45.252583, z:17.207294
x: -3.8365304, y: 43.85173, z:15.000002
x: -3.7312052, y: 42.64786, z:12.67855
x: -3.6439145, y: 41.650124, z:10.260607
x: -3.5753233, y: 40.866123, z:7.764574
x: -3.5259535, y: 40.301823, z:5.209449
x: -3.4961803, y: 39.961514, z:2.6146765
x: -3.4862306, y: 39.84779, z:-0.0000026226833
x: -3.4961803, y: 39.961514, z:-2.6146743
x: -3.5259535, y: 40.301823, z:-5.209447
x: -3.5753233, y: 40.866123, z:-7.764572
x: -3.6439145, y: 41.650124, z:-10.260605
x: -3.7312052, y: 42.64786, z:-12.678548
x: -3.8365304, y: 43.85173, z:-14.999999
x: -3.9590888, y: 45.252583, z:-17.207293
x: -4.0979476, y: 46.839745, z:-19.283627
x: -4.252051, y: 48.60115, z:-21.213202
x: -4.4202247, y: 50.523388, z:-22.981337
x: -4.601189, y: 52.59182, z:-24.574564
x: -4.7935677, y: 54.790714, z:-25.980762
x: -4.9958954, y: 57.103333, z:-27.189234
x: -5.206633, y: 59.512074, z:-28.19078
x: -5.4241767, y: 61.998608, z:-28.977776
x: -5.6468706, y: 64.544014, z:-29.544233
x: -5.87302, y: 67.128914, z:-29.885841
x: -6.1009035, y: 69.73363, z:-30
x: -6.3287873, y: 72.33835, z:-29.885841
x: -6.5549364, y: 74.92325, z:-29.544231
x: -6.777631, y: 77.46866, z:-28.977774
x: -6.9951744, y: 79.95519, z:-28.190779
x: -7.2059116, y: 82.36393, z:-27.189234
x: -7.4082403, y: 84.67655, z:-25.980762
x: -7.6006184, y: 86.87544, z:-24.574564
x: -7.781583, y: 88.94387, z:-22.981335
x: -7.949756, y: 90.866104, z:-21.213207
x: -8.103859, y: 92.62751, z:-19.283632
x: -8.242718, y: 94.21467, z:-17.207296
x: -8.365276, y: 95.615524, z:-15.000006
x: -8.470602, y: 96.8194, z:-12.678554
x: -8.557893, y: 97.81714, z:-10.260611
x: -8.626483, y: 98.60113, z:-7.7645783
x: -8.675854, y: 99.16544, z:-5.2094536
x: -8.705627, y: 99.505745, z:-2.6146808
x: -8.715577, y: 99.61947, z:0.0000052453665
x: -17.364819, y: 98.480774, z:0
x: -17.344995, y: 98.36835, z:2.6146722
x: -17.285677, y: 98.03193, z:5.2094455
x: -17.187311, y: 97.474075, z:7.764571
x: -17.050652, y: 96.69904, z:10.260604
x: -16.876734, y: 95.71271, z:12.678548
x: -16.666885, y: 94.52259, z:15
x: -16.422703, y: 93.13776, z:17.207294
x: -16.14604, y: 91.56873, z:19.283627
x: -15.839008, y: 89.82747, z:21.213203
x: -15.503942, y: 87.92721, z:22.981333
x: -15.143389, y: 85.882416, z:24.574562
x: -14.760097, y: 83.70866, z:25.980762
x: -14.356979, y: 81.42247, z:27.189234
x: -13.937109, y: 79.04127, z:28.190779
x: -13.503677, y: 76.58315, z:28.977774
x: -13.059985, y: 74.06685, z:29.544231
x: -12.609407, y: 71.5115, z:29.885841
x: -12.155374, y: 68.93654, z:30
x: -11.701341, y: 66.361595, z:29.885841
x: -11.250763, y: 63.806244, z:29.544231
x: -10.80707, y: 61.289932, z:28.977774
x: -10.373638, y: 58.831818, z:28.190779
x: -9.953766, y: 56.450607, z:27.189232
x: -9.550651, y: 54.164425, z:25.980762
x: -9.167358, y: 51.990665, z:24.57456
x: -8.806806, y: 49.945873, z:22.981333
x: -8.471739, y: 48.045616, z:21.213203
x: -8.164707, y: 46.304348, z:19.283628
x: -7.8880453, y: 44.73532, z:17.207294
x: -7.6438613, y: 43.350487, z:15.000002
x: -7.4340124, y: 42.160374, z:12.67855
x: -7.2600956, y: 41.17404, z:10.260607
x: -7.123435, y: 40.399002, z:7.764574
x: -7.025071, y: 39.841152, z:5.209449
x: -6.965751, y: 39.504734, z:2.6146765
x: -6.9459276, y: 39.39231, z:-0.0000026226833
x: -6.965751, y: 39.504734, z:-2.6146743
x: -7.025071, y: 39.841152, z:-5.209447
x: -7.123435, y: 40.399002, z:-7.764572
x: -7.2600956, y: 41.17404, z:-10.260605
x: -7.4340124, y: 42.160374, z:-12.678548
x: -7.6438613, y: 43.350487, z:-14.999999
x: -7.8880453, y: 44.73532, z:-17.207293
x: -8.164706, y: 46.304344, z:-19.283627
x: -8.471739, y: 48.045616, z:-21.213202
x: -8.8068075, y: 49.94588, z:-22.981337
x: -9.167358, y: 51.99067, z:-24.574564
x: -9.550652, y: 54.16443, z:-25.980762
x: -9.953768, y: 56.450615, z:-27.189234
x: -10.373639, y: 58.83182, z:-28.19078
x: -10.807071, y: 61.289936, z:-28.977776
x: -11.250763, y: 63.806244, z:-29.544233
x: -11.701341, y: 66.361595, z:-29.885841
x: -12.155374, y: 68.93654, z:-30
x: -12.609406, y: 71.51149, z:-29.885841
x: -13.059984, y: 74.06684, z:-29.544231
x: -13.503677, y: 76.58315, z:-28.977774
x: -13.937109, y: 79.04127, z:-28.190779
x: -14.356979, y: 81.42247, z:-27.189234
x: -14.760097, y: 83.70866, z:-25.980762
x: -15.143389, y: 85.882416, z:-24.574564
x: -15.50394, y: 87.9272, z:-22.981335
x: -15.839006, y: 89.82746, z:-21.213207
x: -16.14604, y: 91.56873, z:-19.283632
x: -16.4227, y: 93.13775, z:-17.207296
x: -16.666885, y: 94.52259, z:-15.000006
x: -16.876734, y: 95.71271, z:-12.678554
x: -17.050652, y: 96.69904, z:-10.260611
x: -17.187311, y: 97.47407, z:-7.7645783
x: -17.285677, y: 98.03193, z:-5.2094536
x: -17.344995, y: 98.36835, z:-2.6146808
x: -17.364819, y: 98.480774, z:0.0000052453665
x: -25.881905, y: 96.59258, z:0
x: -25.852358, y: 96.482315, z:2.6146722
x: -25.763945, y: 96.15234, z:5.2094455
x: -25.617332, y: 95.60519, z:7.764571
x: -25.413645, y: 94.84501, z:10.260604
x: -25.154425, y: 93.87759, z:12.678548
x: -24.841648, y: 92.71029, z:15
x: -24.477697, y: 91.35201, z:17.207294
x: -24.06534, y: 89.813065, z:19.283627
x: -23.607714, y: 88.10519, z:21.213203
x: -23.108303, y: 86.24136, z:22.981333
x: -22.570908, y: 84.23577, z:24.574562
x: -21.999619, y: 82.10369, z:25.980762
x: -21.39878, y: 79.861336, z:27.189234
x: -20.772972, y: 77.52579, z:28.190779
x: -20.126953, y: 75.11481, z:28.977774
x: -19.465637, y: 72.64675, z:29.544231
x: -18.794062, y: 70.14039, z:29.885841
x: -18.117332, y: 67.61481, z:30
x: -17.440607, y: 65.08923, z:29.885841
x: -16.76903, y: 62.58287, z:29.544231
x: -16.107714, y: 60.114807, z:28.977774
x: -15.461693, y: 57.703823, z:28.190779
x: -14.835883, y: 55.368267, z:27.189232
x: -14.235047, y: 53.12592, z:25.980762
x: -13.663757, y: 50.993835, z:24.57456
x: -13.126362, y: 48.98825, z:22.981333
x: -12.626952, y: 47.124428, z:21.213203
x: -12.169327, y: 45.416546, z:19.283628
x: -11.7569685, y: 43.8776, z:17.207294
x: -11.393017, y: 42.519318, z:15.000002
x: -11.080242, y: 41.352028, z:12.67855
x: -10.821022, y: 40.384605, z:10.260607
x: -10.617332, y: 39.624424, z:7.764574
x: -10.470723, y: 39.07727, z:5.209449
x: -10.382308, y: 38.747303, z:2.6146765
x: -10.352762, y: 38.63703, z:-0.0000026226833
x: -10.382308, y: 38.747303, z:-2.6146743
x: -10.470723, y: 39.07727, z:-5.209447
x: -10.617332, y: 39.624424, z:-7.764572
x: -10.821022, y: 40.384605, z:-10.260605
x: -11.080242, y: 41.352028, z:-12.678548
x: -11.393017, y: 42.519318, z:-14.999999
x: -11.7569685, y: 43.8776, z:-17.207293
x: -12.169326, y: 45.416542, z:-19.283627
x: -12.626952, y: 47.124428, z:-21.213202
x: -13.126365, y: 48.98826, z:-22.981337
x: -13.663758, y: 50.99384, z:-24.574564
x: -14.235048, y: 53.125923, z:-25.980762
x: -14.835885, y: 55.368275, z:-27.189234
x: -15.461694, y: 57.703827, z:-28.19078
x: -16.107716, y: 60.11481, z:-28.977776
x: -16.76903, y: 62.58287, z:-29.544233
x: -17.440607, y: 65.08923, z:-29.885841
x: -18.117332, y: 67.61481, z:-30
x: -18.79406, y: 70.14038, z:-29.885841
x: -19.465635, y: 72.64674, z:-29.544231
x: -20.126953, y: 75.11481, z:-28.977774
x: -20.772972, y: 77.52579, z:-28.190779
x: -21.39878, y: 79.861336, z:-27.189234
x: -21.999619, y: 82.10369, z:-25.980762
x: -22.570908, y: 84.23577, z:-24.574564
x: -23.108301, y: 86.241356, z:-22.981335
x: -23.607712, y: 88.10518, z:-21.213207
x: -24.06534, y: 89.813065, z:-19.283632
x: -24.477695, y: 91.352005, z:-17.207296
x: -24.841648, y: 92.71029, z:-15.000006
x: -25.154425, y: 93.87759, z:-12.678554
x: -25.413645, y: 94.84501, z:-10.260611
x: -25.61733, y: 95.60518, z:-7.7645783
x: -25.763945, y: 96.15234, z:-5.2094536
x: -25.852358, y: 96.482315, z:-2.6146808
x: -25.881905, y: 96.59258, z:0.0000052453665
x: -34.20201, y: 93.96926, z:0
x: -34.162968, y: 93.861984, z:2.6146722
x: -34.04613, y: 93.540985, z:5.2094455
x: -33.85239, y: 93.00868, z:7.764571
x: -33.58322, y: 92.26915, z:10.260604
x: -33.240673, y: 91.328, z:12.678548
x: -32.82735, y: 90.19241, z:15
x: -32.346405, y: 88.87102, z:17.207294
x: -31.801487, y: 87.37387, z:19.283627
x: -31.19675, y: 85.71237, z:21.213203
x: -30.536798, y: 83.89917, z:22.981333
x: -29.826649, y: 81.948044, z:24.574562
x: -29.07171, y: 79.87387, z:25.980762
x: -28.277725, y: 77.69241, z:27.189234
x: -27.450743, y: 75.420296, z:28.190779
x: -26.597048, y: 73.07479, z:28.977774
x: -25.723145, y: 70.67377, z:29.544231
x: -24.835682, y: 68.23547, z:29.885841
x: -23.941408, y: 65.77848, z:30
x: -23.047138, y: 63.3215, z:29.885841
x: -22.159676, y: 60.88321, z:29.544231
x: -21.285769, y: 58.482174, z:28.977774
x: -20.432076, y: 56.13667, z:28.190779
x: -19.60509, y: 53.864544, z:27.189232
x: -18.811108, y: 51.683094, z:25.980762
x: -18.056168, y: 49.608917, z:24.57456
x: -17.34602, y: 47.6578, z:22.981333
x: -16.686066, y: 45.844593, z:21.213203
x: -16.081331, y: 44.183098, z:19.283628
x: -15.536414, y: 42.685947, z:17.207294
x: -15.055465, y: 41.36455, z:15.000002
x: -14.642144, y: 40.228962, z:12.67855
x: -14.299594, y: 39.287815, z:10.260607
x: -14.030426, y: 38.548283, z:7.764574
x: -13.836687, y: 38.015987, z:5.209449
x: -13.71985, y: 37.694977, z:2.6146765
x: -13.680805, y: 37.587704, z:-0.0000026226833
x: -13.71985, y: 37.694977, z:-2.6146743
x: -13.836687, y: 38.015987, z:-5.209447
x: -14.030426, y: 38.548283, z:-7.764572
x: -14.299594, y: 39.287815, z:-10.260605
x: -14.642144, y: 40.228962, z:-12.678548
x: -15.055465, y: 41.36455, z:-14.999999
x: -15.536414, y: 42.685947, z:-17.207293
x: -16.08133, y: 44.183094, z:-19.283627
x: -16.686066, y: 45.844593, z:-21.213202
x: -17.346022, y: 47.657806, z:-22.981337
x: -18.05617, y: 49.60892, z:-24.574564
x: -18.811108, y: 51.683098, z:-25.980762
x: -19.605091, y: 53.86455, z:-27.189234
x: -20.432077, y: 56.136673, z:-28.19078
x: -21.28577, y: 58.482174, z:-28.977776
x: -22.159676, y: 60.88321, z:-29.544233
x: -23.047138, y: 63.3215, z:-29.885841
x: -23.941408, y: 65.77848, z:-30
x: -24.835678, y: 68.235466, z:-29.885841
x: -25.723143, y: 70.67376, z:-29.544231
x: -26.597048, y: 73.07479, z:-28.977774
x: -27.450743, y: 75.420296, z:-28.190779
x: -28.277725, y: 77.69241, z:-27.189234
x: -29.07171, y: 79.87387, z:-25.980762
x: -29.826649, y: 81.948044, z:-24.574564
x: -30.536797, y: 83.89916, z:-22.981335
x: -31.196749, y: 85.712364, z:-21.213207
x: -31.801487, y: 87.37387, z:-19.283632
x: -32.3464, y: 88.87101, z:-17.207296
x: -32.82735, y: 90.19241, z:-15.000006
x: -33.240673, y: 91.328, z:-12.678554
x: -33.58322, y: 92.26915, z:-10.260611
x: -33.85239, y: 93.008675, z:-7.7645783
x: -34.04613, y: 93.540985, z:-5.2094536
x: -34.162968, y: 93.861984, z:-2.6146808
x: -34.20201, y: 93.96926, z:0.0000052453665
x: -42.261833, y: 90.630775, z:0
x: -42.21359, y: 90.52731, z:2.6146722
x: -42.069218, y: 90.21771, z:5.2094455
x: -41.829823, y: 89.70432, z:7.764571
x: -41.497223, y: 88.991066, z:10.260604
x: -41.07395, y: 88.08335, z:12.678548
x: -40.56323, y: 86.988106, z:15
x: -39.968945, y: 85.71366, z:17.207294
x: -39.295616, y: 84.2697, z:19.283627
x: -38.54837, y: 82.66724, z:21.213203
x: -37.7329, y: 80.91845, z:22.981333
x: -36.8554, y: 79.036644, z:24.574562
x: -35.922558, y: 77.036156, z:25.980762
x: -34.941467, y: 74.932205, z:27.189234
x: -33.9196, y: 72.74081, z:28.190779
x: -32.864735, y: 70.47864, z:28.977774
x: -31.784891, y: 68.16291, z:29.544231
x: -30.688293, y: 65.81125, z:29.885841
x: -29.583282, y: 63.441544, z:30
x: -28.478275, y: 61.071846, z:29.885841
x: -27.381678, y: 58.720184, z:29.544231
x: -26.301832, y: 56.40445, z:28.977774
x: -25.246964, y: 54.142277, z:28.190779
x: -24.225096, y: 51.950874, z:27.189232
x: -23.244009, y: 49.846928, z:25.980762
x: -22.311165, y: 47.84644, z:24.57456
x: -21.433668, y: 45.964638, z:22.981333
x: -20.618195, y: 44.21585, z:21.213203
x: -19.87095, y: 42.613384, z:19.283628
x: -19.197622, y: 41.169426, z:17.207294
x: -18.603336, y: 39.894978, z:15.000002
x: -18.092615, y: 38.799732, z:12.67855
x: -17.669342, y: 37.89202, z:10.260607
x: -17.336744, y: 37.17876, z:7.764574
x: -17.09735, y: 36.66538, z:5.209449
x: -16.952978, y: 36.355774, z:2.6146765
x: -16.904734, y: 36.25231, z:-0.0000026226833
x: -16.952978, y: 36.355774, z:-2.6146743
x: -17.09735, y: 36.66538, z:-5.209447
x: -17.336744, y: 37.17876, z:-7.764572
x: -17.669342, y: 37.89202, z:-10.260605
x: -18.092615, y: 38.799732, z:-12.678548
x: -18.603336, y: 39.894978, z:-14.999999
x: -19.197622, y: 41.169426, z:-17.207293
x: -19.87095, y: 42.61338, z:-19.283627
x: -20.618195, y: 44.21585, z:-21.213202
x: -21.43367, y: 45.964645, z:-22.981337
x: -22.311167, y: 47.846443, z:-24.574564
x: -23.244009, y: 49.84693, z:-25.980762
x: -24.225098, y: 51.950882, z:-27.189234
x: -25.246965, y: 54.14228, z:-28.19078
x: -26.301834, y: 56.404453, z:-28.977776
x: -27.381678, y: 58.720184, z:-29.544233
x: -28.478275, y: 61.071846, z:-29.885841
x: -29.583282, y: 63.441544, z:-30
x: -30.68829, y: 65.81124, z:-29.885841
x: -31.78489, y: 68.1629, z:-29.544231
x: -32.864735, y: 70.47864, z:-28.977774
x: -33.9196, y: 72.74081, z:-28.190779
x: -34.941467, y: 74.932205, z:-27.189234
x: -35.922558, y: 77.036156, z:-25.980762
x: -36.8554, y: 79.036644, z:-24.574564
x: -37.732895, y: 80.91844, z:-22.981335
x: -38.548367, y: 82.66723, z:-21.213207
x: -39.295616, y: 84.2697, z:-19.283632
x: -39.96894, y: 85.71365, z:-17.207296
x: -40.56323, y: 86.988106, z:-15.000006
x: -41.07395, y: 88.08335, z:-12.678554
x: -41.497223, y: 88.991066, z:-10.260611
x: -41.82982, y: 89.704315, z:-7.7645783
x: -42.069218, y: 90.21771, z:-5.2094536
x: -42.21359, y: 90.52731, z:-2.6146808
x: -42.261833, y: 90.630775, z:0.0000052453665
x: -50.000008, y: 86.60254, z:0
x: -49.94293, y: 86.50368, z:2.6146722
x: -49.772125, y: 86.20783, z:5.2094455
x: -49.488895, y: 85.71727, z:7.764571
x: -49.095398, y: 85.035706, z:10.260604
x: -48.594624, y: 84.16834, z:12.678548
x: -47.990383, y: 83.12177, z:15
x: -47.287285, y: 81.90397, z:17.207294
x: -46.49067, y: 80.52419, z:19.283627
x: -45.606606, y: 78.99295, z:21.213203
x: -44.64182, y: 77.32189, z:22.981333
x: -43.60365, y: 75.52373, z:24.574562
x: -42.500004, y: 73.61216, z:25.980762
x: -41.339275, y: 71.601715, z:27.189234
x: -40.130306, y: 69.50772, z:28.190779
x: -38.88229, y: 67.34609, z:28.977774
x: -37.60473, y: 65.13329, z:29.544231
x: -36.307343, y: 62.886154, z:29.885841
x: -35.000004, y: 60.621777, z:30
x: -33.69267, y: 58.357407, z:29.885841
x: -32.395283, y: 56.110268, z:29.544231
x: -31.117718, y: 53.89746, z:28.977774
x: -29.869701, y: 51.735832, z:28.190779
x: -28.660728, y: 49.64183, z:27.189232
x: -27.500004, y: 47.631397, z:25.980762
x: -26.396357, y: 45.719822, z:24.57456
x: -25.358189, y: 43.921665, z:22.981333
x: -24.393402, y: 42.250603, z:21.213203
x: -23.509336, y: 40.71936, z:19.283628
x: -22.71272, y: 39.339584, z:17.207294
x: -22.00962, y: 38.121777, z:15.000002
x: -21.405386, y: 37.07521, z:12.67855
x: -20.904612, y: 36.207844, z:10.260607
x: -20.511114, y: 35.526287, z:7.764574
x: -20.227886, y: 35.03572, z:5.209449
x: -20.057081, y: 34.73988, z:2.6146765
x: -20.000002, y: 34.641014, z:-0.0000026226833
x: -20.057081, y: 34.73988, z:-2.6146743
x: -20.227886, y: 35.03572, z:-5.209447
x: -20.511114, y: 35.526287, z:-7.764572
x: -20.904612, y: 36.207844, z:-10.260605
x: -21.405386, y: 37.07521, z:-12.678548
x: -22.00962, y: 38.121777, z:-14.999999
x: -22.71272, y: 39.339584, z:-17.207293
x: -23.509335, y: 40.719357, z:-19.283627
x: -24.393402, y: 42.250603, z:-21.213202
x: -25.358192, y: 43.92167, z:-22.981337
x: -26.396358, y: 45.719826, z:-24.574564
x: -27.500006, y: 47.6314, z:-25.980762
x: -28.660732, y: 49.641838, z:-27.189234
x: -29.869703, y: 51.735836, z:-28.19078
x: -31.11772, y: 53.897465, z:-28.977776
x: -32.395283, y: 56.110268, z:-29.544233
x: -33.69267, y: 58.357407, z:-29.885841
x: -35.000004, y: 60.621777, z:-30
x: -36.30734, y: 62.886147, z:-29.885841
x: -37.604725, y: 65.133286, z:-29.544231
x: -38.88229, y: 67.34609, z:-28.977774
x: -40.130306, y: 69.50772, z:-28.190779
x: -41.339275, y: 71.601715, z:-27.189234
x: -42.500004, y: 73.61216, z:-25.980762
x: -43.60365, y: 75.52373, z:-24.574564
x: -44.641815, y: 77.321884, z:-22.981335
x: -45.6066, y: 78.99294, z:-21.213207
x: -46.49067, y: 80.52419, z:-19.283632
x: -47.28728, y: 81.90397, z:-17.207296
x: -47.990383, y: 83.12177, z:-15.000006
x: -48.594624, y: 84.16834, z:-12.678554
x: -49.095398, y: 85.035706, z:-10.260611
x: -49.48889, y: 85.71726, z:-7.7645783
x: -49.772125, y: 86.20783, z:-5.2094536
x: -49.94293, y: 86.50368, z:-2.6146808
x: -50.000008, y: 86.60254, z:0.0000052453665
x: -57.357643, y: 81.9152, z:0
x: -57.292168, y: 81.821686, z:2.6146722
x: -57.09623, y: 81.54186, z:5.2094455
x: -56.77132, y: 81.07784, z:7.764571
x: -56.31992, y: 80.433174, z:10.260604
x: -55.745453, y: 79.612755, z:12.678548
x: -55.052303, y: 78.62283, z:15
x: -54.245743, y: 77.47094, z:17.207294
x: -53.3319, y: 76.16584, z:19.283627
x: -52.317745, y: 74.717476, z:21.213203
x: -51.210987, y: 73.13686, z:22.981333
x: -50.02005, y: 71.43603, z:24.574562
x: -48.753998, y: 69.62792, z:25.980762
x: -47.422466, y: 67.726295, z:27.189234
